County,pct_rur_10,pop_10,pop_00,pop_90,pop_80,pop_70,hsg_10,hsg_00,hsg_90,hsg_80,hsg_70,lat,long,ind_dis,land_sqmi,pop_den,hsg_den,pct_dpop_00,pct_dpop_90,pct_dhsg_80,pct_dhsg_90,pct_dhsg_00,pct_dpop_80,h_sold_07,h_sold_08,h_sold_09,h_sold_10,h_sold_11,h_sold_12,h_sold_13,h_sold_14,h_sold_15,h_sold_16,med_07,med_08,med_09,med_10,med_11,med_12,med_13,med_14,med_15,med_16,fm_cnt_12,fm_cnt_07,lnd_acr_12,lnd_acr_07,avg_acr_12,avg_acr_07,lnd_val_12,lnd_val_07,k_12,k_07,avg_fm_12,avg_fm_07,avg_usd_12,avg_usd_07,fm_val_049_12,fm_val_050_12,fm_val_100_12,fm_val_200_12,fm_val_500_12,fm_val_01k_12,fm_val_02k_12,fm_val_05k_12,fm_val_10k_12,lnd_apx_12,lnd_pct_12,sz_fm_009_12,sz_acr_009_12,sz_fm_010_12,sz_acr_010_12,sz_fm_050_12,sz_acr_050_12,sz_fm_070_12,sz_acr_070_12,sz_fm_100_12,sz_acr_100_12,sz_fm_140_12,sz_acr_140_12,sz_fm_180_12,sz_acr_180_12,sz_fm_220_12,sz_acr_220_12,sz_fm_260_12,sz_acr_260_12,sz_fm_500_12,sz_acr_500_12,sz_fm_01k_12,sz_acr_01k_12,sz_fm_02k_12,sz_acr_02k_12,sz_fm_009_07,sz_acr_009_07,sz_fm_010_07,sz_acr_010_07,sz_fm_050_07,sz_acr_050_07,sz_fm_070_07,sz_acr_070_07,sz_fm_100_07,sz_acr_100_07,sz_fm_140_07,sz_acr_140_07,sz_fm_180_07,sz_acr_180_07,sz_fm_220_07,sz_acr_220_07,sz_fm_260_07,sz_acr_260_07,sz_fm_500_07,sz_acr_500_07,sz_fm_01k_07,sz_acr_01k_07,sz_fm_02k_07,sz_acr_02k_07,cp_fm_12,cp_fm_07,cp_acr_12,cp_acr_07,cp_hvt_fm_12,cp_hvt_fm_07,cp_hvt_acr_12,cp_hvt_acr_07,cp_gz_fm_12,cp_gz_fm_07x,cp_gz_acr_12,cp_gz_acr_07x,cp_ot_fm_12,cp_ot_fm_07,cp_ot_acr_12,cp_ot_acr_07,cp_id_fm_12,cp_id_fm_07,cp_id_acr_12,cp_id_acr_07,cp_fl_fm_12,cp_fl_fm_07,cp_fl_acr_12,cp_fl_acr_07,cp_sm_fm_12,cp_sm_fm_07,cp_sm_acr_12,cp_sm_acr_07,wd_fm_12,wd_fm_07,wd_acr_12,wd_acr_07,wd_p1_fm_12,wd_p1_fm_07,wd_p1_acr_12,wd_p1_acr_07,wd_p0_fm_12,wd_p0_fm_07,wd_p0_acr_12,wd_p0_acr_07,ps_rg_fm_12,ps_rg_fm_07,ps_rg_acr_12,ps_rg_acr_07,bdg_fm_12,bdg_fm_07,bdg_acr_12,bdg_acr_07,pst_fm_12,pst_fm_07,pst_acr_12,pst_acr_07,cnv_fm_12,cnv_fm_07,cnv_acr_12,cnv_acr_07,ins_fm_12,ins_fm_07,ins_acr_12,ins_acr_07,cp_ot_fm_02,cp_ot_acr_02,cp_id_fm_02,cp_id_acr_02,cp_fl_fm_02,cp_fl_acr_02,cp_sm_fm_02,cp_sm_acr_02,wd_fm_02,wd_acr_02,wd_p1_fm_02,wd_p1_acr_02
unicoi,44.7,18313,17667,16549,16362,15254,8830,8214,7076,6400,5194,36.14,-82.41,8285.46089926,186.17,98.4,47.4,3.7,6.8,1.1,7.5,16.1,10.6,0,8,6,0,2,2,0,1,4,3,0.0,127950.0,150500.0,0,186000.0,187000.0,0.0,113900.0,162000.0,139900.0,93.0,86.0,5424.0,4742.0,58.0,55.0,93.0,86.0,29891.0,34282.0,321412.0,398631.0,5511.0,7230.0,7.0,10.0,21.0,40.0,9.0,6.0,6.0,12.0,4.0,119146.0,4.6,7.0,94.0,49.0,1567.0,13.0,759.0,12.0,1016.0,4.0,420.0,5.0,6525.0,2.0,6166.0,5.0,6429.0,1.0,11482.0,26.0,15846.0,9.0,21646.0,9.0,102365.0,11.0,60.0,37.0,4990.0,19.0,1069.0,10.0,817.0,5.0,14880.0,2.0,4312.0,21.0,1354.0,1.0,9334.0,56.0,22428.0,1.0,17385.0,8.0,10420.0,12.0,14115.0,75.0,73.0,1886.0,1785.0,66.0,58.0,1078.0,1102.0,12.0,22.0,570.0,5925.0,12.0,17.0,238.0,2902.0,12.0,12.0,238.0,258.0,6.0,6.0,284.0,5754.0,5.0,2.0,3.0,11.0,63.0,56.0,2221.0,1749.0,26.0,26.0,326.0,245.0,50.0,40.0,1895.0,1504.0,56.0,52.0,1157.0,18781.0,40.0,31.0,160.0,8188.0,63.0,63.0,2053.0,53606.0,3.0,289.0,72.0,167.0,33.0,37.0,53.0,3567.0,173.0,5758.0,339.0,13541.0,9.0,459.0,18.0,12.0,114.0,30387.0,82.0,6711.0
union,100.0,19109,17808,13694,11707,9072,8958,7916,5696,4642,3119,36.2,-83.74,34345.2812337,223.55,85.5,40.1,7.3,30.0,17.0,13.2,39.0,22.7,7,12,9,1,0,6,11,9,12,15,153537.0,157450.0,159900.0,310000,0.0,153450.0,139464.0,134000.0,181000.0,144000.0,408.0,494.0,45227.0,45917.0,111.0,93.0,408.0,494.0,130578.0,168227.0,320045.0,340540.0,2887.0,3664.0,28.0,54.0,107.0,133.0,69.0,14.0,3.0,9.0,1.0,143071.0,31.6,11.0,61.0,144.0,10579.0,52.0,3014.0,54.0,4389.0,60.0,6968.0,20.0,3142.0,19.0,3785.0,7.0,1735.0,35.0,13100.0,5.0,2910.0,26.0,22369.0,1.0,102365.0,43.0,241.0,180.0,5049.0,66.0,3886.0,47.0,3898.0,65.0,7331.0,28.0,4312.0,14.0,2745.0,10.0,2410.0,35.0,12276.0,6.0,3769.0,13.0,5791.0,10.0,63755.0,344.0,411.0,12808.0,19816.0,319.0,361.0,10773.0,10017.0,40.0,159.0,973.0,8597.0,53.0,62.0,1062.0,1202.0,46.0,49.0,930.0,1049.0,9.0,13.0,438.0,153.0,2.0,4.0,7.0,11.0,293.0,321.0,12868.0,11865.0,176.0,200.0,3927.0,3856.0,203.0,194.0,8941.0,8009.0,319.0,326.0,17915.0,12512.0,255.0,206.0,1636.0,1724.0,340.0,424.0,22815.0,24965.0,5.0,3.0,16.0,7.0,2.0,6.0,3610.0,18.0,71.0,3861.0,25.0,3267.0,22.0,1610.0,4.0,12.0,155.0,136.0,552.0,5589.0
van_buren,100.0,5548,5508,4846,4728,3758,2663,2453,2001,1753,1292,35.74,-85.45,4649.55325637,273.42,20.3,9.7,0.7,13.7,2.5,8.6,22.6,14.1,0,4,2,1,2,1,0,0,2,1,0.0,212500.0,107000.0,265000,142500.0,279900.0,0.0,0.0,104500.0,113000.0,317.0,693.0,81860.0,50884.0,156.0,437.0,317.0,470.0,99271.0,258749.0,572818.0,505425.0,2967.0,2549.0,50.0,138.0,21.0,557.0,139.0,41.0,34.0,3.0,17.0,334193.0,75.2,49.0,277.0,124.0,3456.0,16.0,2546.0,170.0,7259.0,71.0,3823.0,24.0,4646.0,40.0,3294.0,15.0,4751.0,5.0,16349.0,37.0,6314.0,32.0,22369.0,20.0,42445.0,106.0,148.0,444.0,8947.0,19.0,6684.0,38.0,10642.0,78.0,4912.0,21.0,3196.0,53.0,19504.0,11.0,5670.0,45.0,12119.0,22.0,11983.0,23.0,9040.0,37.0,105168.0,409.0,401.0,16138.0,118582.0,495.0,961.0,155742.0,52019.0,125.0,127.0,2449.0,12559.0,278.0,104.0,238.0,30031.0,148.0,178.0,1508.0,3054.0,45.0,68.0,812.0,3641.0,5.0,11.0,5.0,12.0,649.0,241.0,18733.0,17045.0,179.0,367.0,1211.0,4509.0,157.0,407.0,34068.0,2215.0,510.0,326.0,37242.0,30123.0,270.0,416.0,3239.0,3035.0,310.0,524.0,14669.0,69916.0,186.0,70.0,495.0,292.0,6.0,29.0,1716.0,97.0,263.0,14763.0,100.0,1634.0,14.0,203.0,5.0,30.0,205.0,46342.0,344.0,19599.0
warren,61.4,39839,38276,32992,32653,26972,17821,16689,13802,12968,9501,35.68,-85.77,6350.20324367,432.68,92.1,41.2,4.1,16.0,1.0,6.8,20.9,6.4,26,28,18,15,8,9,6,7,9,9,102250.0,126200.0,126825.0,107500,121075.0,97500.0,127450.0,116900.0,119500.0,132200.0,745.0,353.0,95679.0,4742.0,198.0,90.0,1327.0,338.0,329139.0,279763.0,562043.0,716648.0,3499.0,3504.0,87.0,53.0,43.0,267.0,49.0,111.0,36.0,11.0,12.0,396391.0,64.3,8.0,198.0,200.0,6475.0,87.0,1044.0,143.0,213.0,89.0,5305.0,17.0,5168.0,12.0,11271.0,18.0,9135.0,64.0,12442.0,15.0,27047.0,24.0,39511.0,19.0,42445.0,26.0,718.0,168.0,4572.0,16.0,3886.0,140.0,7512.0,41.0,3465.0,42.0,15413.0,68.0,6488.0,2.0,13945.0,19.0,9175.0,6.0,6150.0,21.0,8492.0,6.0,16611.0,2053.0,586.0,16258.0,30323.0,404.0,961.0,89536.0,13790.0,79.0,231.0,3786.0,5161.0,27.0,62.0,1102.0,3963.0,244.0,111.0,913.0,1696.0,22.0,71.0,336.0,4714.0,3.0,1.0,3.0,12.0,631.0,332.0,27175.0,16536.0,579.0,26.0,3277.0,3270.0,361.0,378.0,12038.0,8887.0,709.0,655.0,35526.0,30300.0,664.0,378.0,1205.0,4402.0,7.0,191.0,14669.0,14857.0,169.0,7.0,262.0,581.0,66.0,24.0,33768.0,3602.0,15.0,1754.0,252.0,13541.0,8.0,189.0,6.0,16.0,405.0,14232.0,283.0,8212.0
washington,26.4,122979,107198,92315,88755,73924,57254,47779,38378,33673,24240,36.33,-82.36,24745.3747426,326.46,376.7,175.4,14.7,16.1,4.0,19.8,24.5,14.0,388,242,223,160,111,124,134,106,166,147,184150.0,180000.0,164900.0,181200,199000.0,196962.0,223950.0,228450.5,228330.0,272500.0,1559.0,462.0,39142.0,45917.0,146.0,139.0,639.0,382.0,793543.0,475280.0,549549.0,487683.0,4329.0,3476.0,8.0,26.0,85.0,200.0,84.0,91.0,26.0,16.0,17.0,396391.0,36.2,38.0,205.0,140.0,4137.0,16.0,1970.0,49.0,3544.0,50.0,3502.0,19.0,6174.0,22.0,19928.0,12.0,2321.0,17.0,22281.0,7.0,17097.0,9.0,11173.0,1.0,16915.0,25.0,574.0,101.0,11234.0,151.0,2240.0,86.0,15106.0,85.0,6086.0,22.0,4512.0,34.0,4253.0,15.0,1853.0,3.0,25648.0,37.0,14625.0,23.0,8039.0,2.0,8635.0,287.0,1258.0,88563.0,106886.0,416.0,759.0,9097.0,63198.0,28.0,78.0,973.0,14421.0,70.0,278.0,405.0,1202.0,110.0,90.0,1425.0,10838.0,10.0,72.0,41.0,3104.0,5.0,6.0,7.0,8.0,217.0,241.0,41335.0,13815.0,179.0,200.0,2440.0,8960.0,100.0,125.0,27466.0,3915.0,1136.0,246.0,53231.0,11039.0,404.0,157.0,2696.0,4791.0,393.0,63.0,44403.0,49140.0,169.0,264.0,667.0,287.0,85.0,130.0,72205.0,272.0,29.0,5919.0,63.0,7890.0,36.0,1069.0,3.0,12.0,742.0,46552.0,97.0,8738.0
wayne,100.0,17021,16842,13935,13946,12365,7287,6701,5741,5175,4180,35.38,-87.99,7708.11089262,734.1,23.2,9.9,1.1,20.9,-0.1,8.7,16.7,10.9,0,0,2,3,0,0,0,0,1,0,0.0,0.0,127500.0,90000,0.0,0.0,0.0,0.0,70000.0,0.0,826.0,952.0,102255.0,76378.0,156.0,120.0,60.0,587.0,417278.0,160727.0,425503.0,380482.0,3291.0,2420.0,77.0,92.0,104.0,92.0,67.0,3.0,4.0,18.0,12.0,128186.0,20.1,53.0,163.0,248.0,2625.0,107.0,2810.0,215.0,4274.0,77.0,18455.0,52.0,10071.0,101.0,6184.0,42.0,9729.0,22.0,22902.0,37.0,5341.0,18.0,3812.0,5.0,20626.0,36.0,66.0,130.0,7735.0,70.0,3276.0,37.0,3997.0,126.0,13877.0,76.0,9106.0,59.0,1983.0,20.0,2151.0,111.0,36521.0,2.0,26211.0,13.0,15823.0,6.0,86711.0,322.0,279.0,42284.0,52652.0,326.0,173.0,13325.0,18253.0,58.0,158.0,4794.0,15633.0,197.0,286.0,3354.0,8713.0,176.0,142.0,930.0,911.0,24.0,12.0,1426.0,943.0,4.0,4.0,7.0,16.0,591.0,206.0,13295.0,14032.0,393.0,383.0,3308.0,9126.0,87.0,269.0,15194.0,27776.0,714.0,695.0,29310.0,13488.0,359.0,378.0,4416.0,3487.0,238.0,1300.0,85413.0,35707.0,130.0,123.0,2116.0,1211.0,1.0,139.0,18629.0,71893.0,206.0,16465.0,39.0,8404.0,52.0,459.0,18.0,12.0,1082.0,8297.0,323.0,9748.0
weakley,67.0,35021,34895,31972,32896,28827,15495,14928,12857,12463,10146,36.27,-88.69,10251.012085600001,580.36,60.3,26.7,0.4,9.1,-2.8,3.8,16.1,3.2,11,19,8,15,7,8,12,10,10,6,178000.0,135500.0,152700.0,125000,129900.0,126500.0,132500.0,135400.0,137250.0,180700.0,764.0,623.0,147371.0,35566.0,126.0,104.0,499.0,367.0,512672.0,741998.0,490924.0,401150.0,2649.0,2480.0,37.0,125.0,98.0,520.0,39.0,16.0,18.0,1.0,14.0,303128.0,45.3,33.0,193.0,325.0,3676.0,32.0,8093.0,140.0,8269.0,45.0,5455.0,41.0,9476.0,41.0,5558.0,28.0,2995.0,91.0,11482.0,9.0,6769.0,2.0,17673.0,14.0,70247.0,36.0,158.0,262.0,3014.0,164.0,1234.0,93.0,19242.0,52.0,5881.0,21.0,6582.0,73.0,4565.0,59.0,2379.0,55.0,11928.0,23.0,6892.0,23.0,19912.0,8.0,14340.0,182.0,483.0,48108.0,68704.0,254.0,1240.0,10032.0,24986.0,48.0,234.0,4906.0,12699.0,269.0,75.0,2703.0,17316.0,124.0,53.0,2128.0,772.0,16.0,91.0,1060.0,965.0,2.0,1.0,5.0,6.0,1009.0,178.0,28266.0,17270.0,798.0,344.0,3267.0,1515.0,397.0,456.0,9778.0,14168.0,245.0,250.0,33618.0,11039.0,420.0,502.0,3519.0,2517.0,2087.0,320.0,35381.0,25080.0,1.0,8.0,74.0,427.0,39.0,26.0,5021.0,11683.0,130.0,7267.0,115.0,14335.0,52.0,188.0,6.0,16.0,712.0,21836.0,192.0,7998.0
white,78.2,25841,23102,20090,19567,16329,11511,10191,8369,7585,5778,35.85,-85.51,24685.909315200002,376.67,68.6,30.6,11.9,15.0,2.7,13.0,21.8,10.3,30,46,39,34,28,27,27,14,10,14,128000.0,129250.0,120000.0,103950,117000.0,119000.0,139000.0,131000.0,154850.0,162000.0,499.0,1285.0,84877.0,40135.0,111.0,146.0,290.0,880.0,213345.0,271124.0,300295.0,421195.0,3127.0,3508.0,45.0,31.0,241.0,354.0,174.0,16.0,26.0,19.0,14.0,201145.0,18.4,16.0,378.0,258.0,11368.0,119.0,4643.0,86.0,3354.0,46.0,11294.0,55.0,5188.0,75.0,16417.0,28.0,7173.0,124.0,37054.0,16.0,16299.0,28.0,36580.0,5.0,32485.0,25.0,8.0,374.0,4871.0,31.0,5306.0,68.0,10892.0,43.0,6086.0,42.0,3633.0,19.0,3359.0,15.0,6230.0,17.0,5309.0,42.0,6892.0,22.0,10105.0,19.0,17360.0,433.0,73.0,31445.0,12595.0,1082.0,58.0,100513.0,6361.0,23.0,192.0,6302.0,13870.0,56.0,124.0,1749.0,18665.0,196.0,131.0,10867.0,1388.0,9.0,12.0,180.0,474.0,4.0,3.0,7.0,38.0,414.0,458.0,30829.0,38560.0,220.0,586.0,1248.0,6986.0,256.0,378.0,34068.0,7023.0,378.0,1022.0,29528.0,55396.0,260.0,467.0,1830.0,8432.0,747.0,529.0,65148.0,52636.0,171.0,3.0,377.0,18165.0,19.0,3.0,12205.0,2577.0,207.0,10180.0,84.0,8981.0,12.0,689.0,1.0,70.0,318.0,14854.0,44.0,9437.0
williamson,19.4,183182,126638,81021,58108,34423,68498,47005,29875,19719,11060,35.88,-86.63,2090.98557531,582.6,314.4,117.6,44.7,56.3,39.4,45.7,57.3,51.5,844,949,557,584,699,1115,1440,1497,1720,1784,380988.5,436113.0,410000.0,399900,407182.0,389900.0,398412.5,412185.0,414707.0,454903.0,1327.0,328.0,226003.0,122763.0,92.0,75.0,499.0,554.0,344784.0,192083.0,490924.0,369485.0,3540.0,3594.0,47.0,101.0,82.0,236.0,271.0,15.0,36.0,4.0,10.0,265439.0,16.8,12.0,378.0,103.0,13449.0,71.0,2873.0,26.0,3765.0,174.0,11050.0,51.0,5849.0,17.0,5604.0,20.0,5430.0,33.0,12442.0,26.0,11307.0,21.0,4499.0,33.0,20120.0,75.0,123.0,101.0,3233.0,66.0,3193.0,118.0,5731.0,44.0,14363.0,76.0,4107.0,73.0,2745.0,42.0,2586.0,28.0,22057.0,15.0,6150.0,10.0,18915.0,8.0,14394.0,369.0,1258.0,108231.0,14872.0,1093.0,56.0,119686.0,23163.0,51.0,348.0,9977.0,13216.0,88.0,89.0,1297.0,13005.0,229.0,90.0,10206.0,4280.0,25.0,16.0,172.0,10258.0,1.0,5.0,4.0,6.0,591.0,254.0,37803.0,16536.0,221.0,367.0,5583.0,5215.0,681.0,283.0,34068.0,11084.0,1132.0,250.0,29310.0,14290.0,171.0,195.0,1624.0,4070.0,178.0,232.0,21334.0,25080.0,206.0,9.0,3941.0,20.0,47.0,20.0,276.0,162007.0,269.0,9589.0,118.0,4960.0,114.0,1411.0,5.0,50.0,295.0,13063.0,185.0,8978.0
wilson,38.5,113993,88808,67675,56064,36999,45568,34920,26198,20135,12900,36.08,-86.4,20397.1655983,570.83,199.7,79.8,28.4,31.2,20.7,30.5,33.3,30.1,655,625,441,493,441,542,733,728,530,411,255000.0,249000.0,232655.0,222500,229990.0,227297.5,265300.0,304951.5,309900.0,304172.0,1180.0,1683.0,232381.0,49116.0,151.0,437.0,850.0,693.0,324119.0,400767.0,623392.0,345012.0,2779.0,7230.0,60.0,33.0,150.0,133.0,186.0,73.0,8.0,4.0,4.0,319117.0,42.3,120.0,214.0,99.0,5928.0,81.0,3307.0,60.0,5036.0,157.0,3496.0,97.0,916.0,45.0,5742.0,15.0,3163.0,96.0,12214.0,15.0,24759.0,32.0,7115.0,8.0,8912.0,26.0,242.0,397.0,8270.0,55.0,8666.0,126.0,14661.0,64.0,4693.0,81.0,10598.0,17.0,11707.0,39.0,1853.0,20.0,22057.0,52.0,11958.0,35.0,10105.0,3.0,63755.0,659.0,796.0,1886.0,19771.0,240.0,267.0,115228.0,7815.0,101.0,368.0,2262.0,6582.0,101.0,335.0,3637.0,6635.0,112.0,231.0,6856.0,10991.0,10.0,24.0,363.0,3238.0,1.0,6.0,3.0,6.0,177.0,728.0,49120.0,19557.0,393.0,353.0,4744.0,12063.0,87.0,165.0,16653.0,3076.0,380.0,350.0,953.0,15971.0,257.0,225.0,4416.0,7252.0,304.0,1565.0,23278.0,26389.0,26.0,39.0,329.0,17811.0,24.0,12.0,34734.0,474.0,199.0,5919.0,107.0,5786.0,18.0,495.0,11.0,14.0,119.0,24493.0,424.0,8738.0
